날짜,호선,역명,구분,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-24시
2024-05-16,2호선,잠실(송파구청),승차,2300,5820,7889,5522,3480,2947,2975,3284,3591,4420,5408,6525,8850,5624,5529,4984,3266,1172
2024-05-16,2호선,잠실(송파구청),하차,1384,3769,8031,6936,4332,3684,3049,3526,3487,4378,4695,6717,9789,6003,4048,3489,3913,1666
2024-05-16,8호선,잠실(송파구청),승차,179,445,630,455,396,497,573,702,817,1168,1283,1816,2769,1617,1366,1287,903,279
2024-05-16,8호선,잠실(송파구청),하차,557,1590,4159,2188,1175,979,862,882,886,847,1005,1446,1639,869,517,381,282,166
2024-05-17,2호선,잠실(송파구청),승차,2283,5966,7652,5008,3099,3047,3353,4078,4353,6246,6526,8101,8995,5706,5221,5193,5078,1487
2024-05-17,2호선,잠실(송파구청),하차,1377,4121,8598,6908,4488,4018,3467,3842,4127,4994,5889,7649,10107,6908,3881,3821,4297,2295
2024-05-17,8호선,잠실(송파구청),승차,187,520,589,401,398,505,642,723,1044,1260,1410,1868,2583,1437,1311,1363,1214,406
2024-05-17,8호선,잠실(송파구청),하차,499,1625,4181,2008,1071,1054,1070,1043,1025,1007,1232,1614,2003,1103,593,399,294,202
2024-05-18,2호선,잠실(송파구청),승차,1283,1393,2455,2752,3098,3627,4532,4814,5861,6562,7753,7297,6740,6069,8830,9345,5444,1717
2024-05-18,2호선,잠실(송파구청),하차,1299,1648,2471,4492,4967,6152,5887,6476,6635,7109,7871,7504,6563,4945,4472,3661,3115,1926
2024-05-18,8호선,잠실(송파구청),승차,100,137,230,282,359,562,666,840,1085,1391,1576,1548,1543,1358,1661,1898,1158,464
2024-05-18,8호선,잠실(송파구청),하차,374,447,745,1004,1370,1702,1660,2015,1827,1612,1754,1722,1319,943,531,344,267,168
2024-05-19,2호선,잠실(송파구청),승차,868,865,1418,1963,2290,2837,3723,4279,4350,4660,5101,5605,5294,4660,5817,5163,2559,739
2024-05-19,2호선,잠실(송파구청),하차,794,1046,1882,3412,3734,4463,4583,4807,4574,4412,4113,4579,4554,2869,2709,2335,1722,1051
2024-05-19,8호선,잠실(송파구청),승차,93,100,159,214,259,326,533,722,974,1100,1284,1234,1276,1068,1203,1097,630,195
2024-05-19,8호선,잠실(송파구청),하차,202,253,510,807,899,1377,1347,1465,1354,1158,1165,980,678,503,334,229,170,95
2024-05-20,2호선,잠실(송파구청),승차,2164,5481,8140,5555,3144,2609,2794,3020,3036,3836,4122,5840,8277,5182,4398,3814,2553,847
2024-05-20,2호선,잠실(송파구청),하차,1379,3711,7703,5724,3388,3333,3032,3070,3128,3575,4271,6014,9328,5897,3474,3116,2777,1285
2024-05-20,8호선,잠실(송파구청),승차,165,433,603,426,394,480,548,597,790,1048,1138,1697,2789,1483,1114,1024,813,246
2024-05-20,8호선,잠실(송파구청),하차,486,1590,3630,1781,991,955,899,860,725,764,877,1232,1463,802,432,360,227,137
2024-05-21,2호선,잠실(송파구청),승차,2212,6304,7961,5479,3242,2799,2851,3159,3299,4030,4789,6657,8790,5485,5082,4268,2886,1031
2024-05-21,2호선,잠실(송파구청),하차,1407,3770,7966,6443,3898,3479,3034,3281,3264,3867,4533,6635,10234,5945,3703,3603,3173,1644
2024-05-21,8호선,잠실(송파구청),승차,177,507,631,423,443,517,547,682,764,1040,1182,1796,2747,1522,1272,1194,827,256
2024-05-21,8호선,잠실(송파구청),하차,512,1582,3834,1992,1052,957,874,940,781,802,928,1360,1740,874,466,330,275,142
2024-05-22,2호선,잠실(송파구청),승차,2308,6137,7963,5534,3240,2931,2985,3396,3366,4258,4927,7253,8832,5386,5255,5089,3191,1020
2024-05-22,2호선,잠실(송파구청),하차,1398,3827,8862,6558,3945,3427,3170,3463,3541,3896,4562,6665,9882,6249,3505,3758,3323,1851
2024-05-22,8호선,잠실(송파구청),승차,174,504,617,411,390,519,573,674,797,1139,1169,1761,2636,1568,1290,1341,872,335
2024-05-22,8호선,잠실(송파구청),하차,524,1598,3736,2019,1086,976,891,907,835,847,1057,1342,1840,834,447,352,244,128
2024-05-23,2호선,잠실(송파구청),승차,2241,6140,8043,5328,3287,2831,2916,3328,3658,4830,5453,7227,8967,5595,5420,4952,4029,1200
2024-05-23,2호선,잠실(송파구청),하차,1440,3729,8367,6678,4492,3500,3331,3634,3530,4034,4787,7117,10220,6117,3890,3638,3723,2080
2024-05-23,8호선,잠실(송파구청),승차,183,514,632,438,352,520,588,701,826,1212,1294,1776,2688,1457,1394,1363,1050,388
2024-05-23,8호선,잠실(송파구청),하차,502,1733,4409,2111,1177,1029,965,932,806,877,1008,1406,1724,881,521,376,320,181
2024-05-24,2호선,잠실(송파구청),승차,2142,5861,7618,4958,3058,2978,3198,3616,4492,5965,6158,7897,8871,5945,5344,5431,4164,1707
2024-05-24,2호선,잠실(송파구청),하차,1312,3534,7942,6804,4174,3822,3629,3925,4231,4977,5710,7770,10701,6574,3980,4075,3841,2429
2024-05-24,8호선,잠실(송파구청),승차,168,482,580,404,393,531,626,749,959,1337,1555,1903,2512,1399,1356,1327,1088,446
2024-05-24,8호선,잠실(송파구청),하차,493,1489,3565,1993,1274,1180,1081,1053,920,1087,1144,1676,2147,1032,550,398,321,191
2024-05-25,2호선,잠실(송파구청),승차,1191,1383,2516,2709,3114,3906,4706,5256,5283,5965,7038,6941,6842,5613,7155,7532,4727,1549
2024-05-25,2호선,잠실(송파구청),하차,1432,1524,2304,4000,4695,5708,5961,6629,5938,6373,7226,7989,5782,4146,3309,3189,3129,2206
2024-05-25,8호선,잠실(송파구청),승차,117,142,228,303,352,547,644,811,1042,1315,1672,1664,1517,1383,1620,1730,1082,467
2024-05-25,8호선,잠실(송파구청),하차,373,394,698,1057,1255,1688,1751,2039,1712,1783,1681,1710,1251,768,480,359,336,182
2024-05-26,2호선,잠실(송파구청),승차,800,796,1400,1950,2302,2518,3404,4180,4281,4603,5308,4789,4956,4469,5375,4595,2223,635
2024-05-26,2호선,잠실(송파구청),하차,874,929,1644,2955,3809,4154,4136,4746,4697,4247,4415,4742,3334,2678,2201,2091,1565,1043
2024-05-26,8호선,잠실(송파구청),승차,66,64,155,213,224,354,527,705,1054,1089,1335,1299,1320,1236,1245,1139,651,214
2024-05-26,8호선,잠실(송파구청),하차,199,261,523,844,1038,1269,1399,1283,1394,1264,1068,1003,665,450,335,259,130,95
2024-05-27,2호선,잠실(송파구청),승차,2187,6038,7947,5300,3012,2628,2945,2957,3165,3988,4378,6255,8396,5303,4792,3874,2431,851
2024-05-27,2호선,잠실(송파구청),하차,1438,3551,7817,5497,3942,3677,3281,3240,3170,3632,4416,6340,9579,5863,3615,3225,2811,1437
2024-05-27,8호선,잠실(송파구청),승차,184,466,598,446,378,435,620,675,768,1007,1193,1777,2792,1503,1266,1003,780,254
2024-05-27,8호선,잠실(송파구청),하차,502,1603,3667,1888,1030,938,949,855,732,888,1008,1181,1511,829,451,336,228,130
2024-05-28,2호선,잠실(송파구청),승차,2486,5949,8075,5662,3000,2823,2925,3089,3333,3748,4664,6489,8571,5127,4703,4264,3130,1073
2024-05-28,2호선,잠실(송파구청),하차,1435,3734,7894,5756,4096,3489,3065,3338,3058,3727,4438,6547,9719,5957,3649,3423,3522,1529
2024-05-28,8호선,잠실(송파구청),승차,172,454,628,470,428,566,558,670,809,1041,1229,1708,2750,1406,1249,1214,950,274
2024-05-28,8호선,잠실(송파구청),하차,535,1654,3867,2031,1053,983,889,881,793,790,934,1307,1682,838,501,336,262,127
2024-05-29,2호선,잠실(송파구청),승차,2266,5829,8188,5554,3319,2713,2955,3176,3406,3748,4520,6819,8936,5299,4903,4612,3536,1128
2024-05-29,2호선,잠실(송파구청),하차,1428,3771,8077,5982,3759,3353,3167,3209,3675,3857,4639,6754,10167,5896,3609,3449,3622,1888
2024-05-29,8호선,잠실(송파구청),승차,186,441,576,443,389,504,588,664,854,1068,1201,1759,2728,1484,1302,1354,950,355
2024-05-29,8호선,잠실(송파구청),하차,517,1572,3694,1962,1149,1003,846,940,813,873,1022,1260,1775,802,507,335,280,166
2024-05-30,2호선,잠실(송파구청),승차,2270,6145,8009,5430,3374,2872,2991,3206,3377,4257,5191,6875,8907,5250,4905,4215,3124,1096
2024-05-30,2호선,잠실(송파구청),하차,1402,3694,8036,7012,3822,3650,3276,3251,3387,3715,4812,6623,9347,5780,3722,3510,3365,1998
2024-05-30,8호선,잠실(송파구청),승차,191,475,604,461,373,483,536,719,861,1079,1197,1792,2670,1364,1281,1127,935,366
2024-05-30,8호선,잠실(송파구청),하차,490,1591,3690,1916,1179,1071,880,892,820,936,995,1326,1618,817,464,357,258,167
2024-05-31,2호선,잠실(송파구청),승차,2242,5903,7608,4930,3069,2923,3256,3432,3808,5420,6500,7682,9283,5688,5278,5180,4448,1898
2024-05-31,2호선,잠실(송파구청),하차,1340,3620,8155,6301,4100,3590,3440,4007,4023,4883,5226,8086,10689,6362,3799,3571,4154,2231
2024-05-31,8호선,잠실(송파구청),승차,189,480,595,430,379,491,656,779,980,1290,1584,1887,2655,1451,1277,1282,1014,566
2024-05-31,8호선,잠실(송파구청),하차,462,1514,3732,1794,1294,1074,982,1079,950,1127,1248,1579,1941,1032,542,443,326,253
2024-06-01,2호선,잠실(송파구청),승차,1062,1283,2298,2606,3080,3701,4236,4546,5274,6227,7548,6512,6287,5140,5890,6267,4111,1353
2024-06-01,2호선,잠실(송파구청),하차,1260,1360,2219,3779,4428,5209,5483,6124,5426,6491,6436,5905,4931,3852,3388,3868,2804,1928
2024-06-01,8호선,잠실(송파구청),승차,88,140,226,279,370,510,671,842,1109,1342,1618,1623,1560,1336,1432,1414,1035,359
2024-06-01,8호선,잠실(송파구청),하차,342,409,684,1099,1214,1667,1810,1785,1651,1787,1460,1463,1057,685,480,377,317,198
2024-06-02,2호선,잠실(송파구청),승차,689,744,1382,1941,2030,2621,3368,4156,3679,4135,4867,4551,4575,4461,5171,4817,2383,726
2024-06-02,2호선,잠실(송파구청),하차,798,1122,1695,2947,3305,3836,3851,4399,4191,4242,4334,4337,3809,2709,2415,2271,1661,976
2024-06-02,8호선,잠실(송파구청),승차,174,93,132,212,266,386,537,617,837,1020,1221,1205,1144,983,1272,1043,640,237
2024-06-02,8호선,잠실(송파구청),하차,158,301,504,737,1028,1175,1266,1230,1262,1207,1057,990,711,466,377,241,177,98
2024-06-03,2호선,잠실(송파구청),승차,2206,6069,7991,5372,3133,2665,2768,2900,3160,3657,4223,5770,8585,5300,4777,3888,2195,794
2024-06-03,2호선,잠실(송파구청),하차,1415,3817,7923,5779,3778,3378,3057,3062,3099,3487,4279,6188,9257,5955,3490,3286,2735,1276
2024-06-03,8호선,잠실(송파구청),승차,168,437,571,464,375,507,586,715,771,1054,1211,1729,2800,1449,1284,1138,710,250
2024-06-03,8호선,잠실(송파구청),하차,522,1651,3744,1747,1049,981,928,864,796,869,885,1176,1549,757,467,332,216,150
2024-06-04,2호선,잠실(송파구청),승차,2338,5700,7598,6539,3295,2993,2962,3278,3366,4519,4650,6705,8822,5366,4971,4522,3152,1059
2024-06-04,2호선,잠실(송파구청),하차,1481,3835,8447,7023,3833,3517,3187,3317,3245,3737,4743,6283,10098,6188,3755,3551,3215,1614
2024-06-04,8호선,잠실(송파구청),승차,187,450,580,496,397,539,608,717,872,1098,1237,1841,2782,1505,1344,1259,882,288
2024-06-04,8호선,잠실(송파구청),하차,506,1636,3575,2365,1195,978,923,893,840,870,995,1328,1632,873,478,381,250,149
2024-06-05,2호선,잠실(송파구청),승차,2370,6114,7718,5174,3526,2881,3257,3233,3551,4773,5589,7279,9453,6018,5589,4992,3818,1506
2024-06-05,2호선,잠실(송파구청),하차,1441,3874,8816,7237,4050,3310,3302,3423,3662,4493,5417,6991,10908,6448,3788,3520,3836,2181
2024-06-05,8호선,잠실(송파구청),승차,171,466,589,413,405,484,611,738,974,1170,1355,1871,2764,1503,1359,1303,994,468
2024-06-05,8호선,잠실(송파구청),하차,520,1635,3873,1963,1326,1041,969,911,974,1073,1093,1423,1978,1068,535,374,271,207
2024-06-06,2호선,잠실(송파구청),승차,740,864,1441,1952,2475,2876,3176,3609,4253,5571,6271,5807,5795,5459,6156,6312,3340,891
2024-06-06,2호선,잠실(송파구청),하차,1339,1531,2431,3960,4543,4968,4868,5152,4990,5176,5000,4591,3816,3237,3392,2704,2121,1417
2024-06-06,8호선,잠실(송파구청),승차,84,105,164,225,301,413,573,790,1033,1362,1424,1514,1347,1203,1378,1287,786,294
2024-06-06,8호선,잠실(송파구청),하차,322,477,690,936,1343,1655,1561,1540,1473,1626,1240,1080,895,514,427,272,183,124
2024-06-07,2호선,잠실(송파구청),승차,2089,4867,5891,4235,3150,3154,3464,3922,4303,5733,6636,7783,8531,6059,6383,6057,4561,1103
2024-06-07,2호선,잠실(송파구청),하차,1254,2958,6350,6900,5633,4773,4572,4106,4343,5427,5225,7104,9805,5641,3806,3230,3324,2055
2024-06-07,8호선,잠실(송파구청),승차,165,382,476,334,380,524,695,814,1059,1312,1485,1712,2342,1355,1466,1303,1119,309
2024-06-07,8호선,잠실(송파구청),하차,410,1127,2613,1850,1449,1394,1283,1236,1047,1157,1185,1456,1759,930,553,347,281,157
2024-06-08,2호선,잠실(송파구청),승차,844,1122,2050,2301,2590,3145,3781,4389,4972,5654,6745,5938,5593,4940,5622,6290,3746,1129
2024-06-08,2호선,잠실(송파구청),하차,1176,1378,2098,3384,4306,5604,5449,5703,5173,5373,5916,5415,4467,3033,2978,3400,2277,1820
2024-06-08,8호선,잠실(송파구청),승차,109,145,201,260,302,433,543,699,951,1233,1412,1442,1355,1068,1292,1414,852,336
2024-06-08,8호선,잠실(송파구청),하차,330,406,667,926,1246,1449,1680,1541,1606,1559,1283,1140,1027,564,433,356,255,162
2024-06-09,2호선,잠실(송파구청),승차,534,757,1365,1825,2166,2581,3199,3402,4136,4729,5346,4671,4578,4142,5061,4871,2427,757
2024-06-09,2호선,잠실(송파구청),하차,721,974,1648,2855,3146,3998,4135,4341,4486,4361,4606,4077,3604,2554,3051,2095,1589,900
2024-06-09,8호선,잠실(송파구청),승차,83,114,146,193,235,357,531,646,912,1013,1192,1286,1114,968,1112,1117,565,218
2024-06-09,8호선,잠실(송파구청),하차,204,273,477,710,923,1184,1468,1314,1285,1346,973,978,769,417,334,255,140,74
2024-06-10,2호선,잠실(송파구청),승차,2319,5839,8142,5285,2970,2614,2806,2887,3000,3470,4040,5811,8085,4812,4027,3876,2241,785
2024-06-10,2호선,잠실(송파구청),하차,1380,3719,7352,5039,3172,3408,3071,2971,3010,3545,4045,5983,9172,5897,3653,3009,2790,1231
2024-06-10,8호선,잠실(송파구청),승차,172,483,614,472,378,482,550,670,760,1072,1166,1729,2734,1465,1141,1058,667,199
2024-06-10,8호선,잠실(송파구청),하차,511,1699,3642,1668,1036,932,917,779,738,823,927,1146,1459,797,443,301,209,109
2024-06-11,2호선,잠실(송파구청),승차,2335,6172,7505,5590,3501,3048,3032,3327,3360,3838,4987,6778,9308,5382,4910,3829,2979,1043
2024-06-11,2호선,잠실(송파구청),하차,1424,3784,7984,6273,4088,3927,3328,3357,3359,3633,4763,6271,9731,6001,3457,3670,3059,1613
2024-06-11,8호선,잠실(송파구청),승차,170,476,578,445,423,481,556,690,809,1112,1237,1736,2939,1534,1283,1148,775,274
2024-06-11,8호선,잠실(송파구청),하차,519,1614,3918,1939,1218,1063,890,935,827,859,920,1231,1606,794,485,328,234,135
2024-06-12,2호선,잠실(송파구청),승차,2282,5830,8220,5523,3183,2966,3035,3283,3141,4028,5019,7053,8764,5314,4967,4352,3433,1071
2024-06-12,2호선,잠실(송파구청),하차,1440,3830,8076,6337,4080,3808,3328,3071,3666,3739,4688,6887,10306,5920,3649,3376,3692,1580
2024-06-12,8호선,잠실(송파구청),승차,178,495,611,425,410,561,558,782,865,1086,1373,1816,2786,1458,1322,1238,918,274
2024-06-12,8호선,잠실(송파구청),하차,509,1585,3908,1970,1195,1108,903,983,849,920,937,1283,1757,847,478,331,220,157
2024-06-13,2호선,잠실(송파구청),승차,2426,6042,7879,5375,3420,3087,3086,3403,3670,4553,5477,7394,9407,5447,5312,5055,3262,1210
2024-06-13,2호선,잠실(송파구청),하차,1421,3662,8383,6730,4436,4013,3432,3797,3778,4038,5145,6713,10473,6040,3751,4444,3518,1809
2024-06-13,8호선,잠실(송파구청),승차,173,485,582,452,395,500,593,770,888,1192,1361,1821,2763,1406,1245,1134,907,316
2024-06-13,8호선,잠실(송파구청),하차,537,1625,3802,1964,1202,1159,893,948,848,978,1049,1335,1791,864,481,376,273,174
2024-06-14,2호선,잠실(송파구청),승차,2269,5869,7717,4850,3133,3001,3135,3524,3878,4851,6033,8202,9351,5343,4895,4960,4286,1604
2024-06-14,2호선,잠실(송파구청),하차,1422,3384,7241,5941,4140,4033,3673,3958,4431,4953,5380,7534,10571,6421,3802,3886,3824,2080
2024-06-14,8호선,잠실(송파구청),승차,188,466,611,419,431,480,599,761,908,1251,1651,1997,2639,1403,1378,1444,1108,467
2024-06-14,8호선,잠실(송파구청),하차,476,1508,3504,1847,1238,1174,1071,1179,1056,1083,1193,1548,2172,1103,562,435,266,198
2024-06-15,2호선,잠실(송파구청),승차,895,1236,2243,2712,2972,3460,4082,4508,5310,6132,7291,6628,5973,5264,6129,6373,4425,1347
2024-06-15,2호선,잠실(송파구청),하차,1190,1580,2170,3924,4453,5522,5546,6430,5904,6064,6608,5863,4943,3507,3112,2998,3171,1818
2024-06-15,8호선,잠실(송파구청),승차,115,141,220,300,343,516,682,805,988,1250,1458,1583,1494,1307,1475,1497,1112,373
2024-06-15,8호선,잠실(송파구청),하차,377,499,669,1106,1374,1603,1699,1703,1631,1728,1529,1446,1166,653,466,395,278,153
2024-06-16,2호선,잠실(송파구청),승차,629,772,1332,1918,2013,2494,3089,3699,4313,5098,5608,5056,4835,4451,5191,4543,2505,820
2024-06-16,2호선,잠실(송파구청),하차,845,1098,1786,3003,3487,4168,4414,4658,4883,4469,4561,3771,3372,2538,2592,2577,1748,1127
2024-06-16,8호선,잠실(송파구청),승차,77,92,135,224,218,342,609,697,1004,1206,1383,1291,1238,1043,1266,1053,706,233
2024-06-16,8호선,잠실(송파구청),하차,198,274,523,856,1062,1356,1528,1337,1446,1392,1088,897,715,479,368,260,162,91
2024-06-17,2호선,잠실(송파구청),승차,2239,5736,7781,5346,3034,2701,2977,3045,3138,3765,4430,6098,8467,5183,4838,4133,3083,878
2024-06-17,2호선,잠실(송파구청),하차,1453,3678,7527,5379,4000,3979,3315,3516,3205,3828,4244,6451,9498,6113,3415,3249,2773,1274
2024-06-17,8호선,잠실(송파구청),승차,188,440,561,438,386,512,542,670,783,1132,1249,1764,2813,1437,1290,1181,938,242
2024-06-17,8호선,잠실(송파구청),하차,548,1547,3638,1803,1201,1288,972,948,847,809,865,1277,1648,769,446,321,205,106
2024-06-18,2호선,잠실(송파구청),승차,2379,5907,8202,5270,3131,2838,3057,3202,3392,4287,4822,6855,9039,5288,4942,4475,3460,1083
2024-06-18,2호선,잠실(송파구청),하차,1424,3802,7794,6094,3970,4311,3429,3294,3636,3728,4893,6302,10007,6285,3585,3268,3500,1466
2024-06-18,8호선,잠실(송파구청),승차,183,424,615,452,421,513,580,704,863,1093,1255,1767,2756,1364,1317,1215,1021,284
2024-06-18,8호선,잠실(송파구청),하차,509,1573,3657,2038,1134,1106,970,986,874,798,895,1247,1699,825,450,329,251,155
2024-06-19,2호선,잠실(송파구청),승차,2263,6000,7820,5306,3164,2842,2966,3257,3401,4075,5118,6951,9349,5486,5255,4317,3698,1064
2024-06-19,2호선,잠실(송파구청),하차,1395,3673,7619,6157,4404,3852,3549,3569,3710,4044,4750,6606,10151,5929,4011,3487,3122,1799
2024-06-19,8호선,잠실(송파구청),승차,192,457,629,422,367,494,571,748,842,1163,1417,1886,2844,1487,1357,1294,1012,330
2024-06-19,8호선,잠실(송파구청),하차,472,1542,3750,1917,1224,1129,987,1017,938,985,1010,1350,1875,858,490,287,260,150
2024-06-20,2호선,잠실(송파구청),승차,2220,5811,7771,5266,3258,2872,3038,3351,3564,4151,5112,7201,9088,5523,5288,4902,3671,1246
2024-06-20,2호선,잠실(송파구청),하차,1416,3716,7695,6171,4516,3951,3636,3770,3445,4174,5015,6910,10053,5934,3766,3833,3731,1773
2024-06-20,8호선,잠실(송파구청),승차,192,450,589,454,433,527,568,688,843,1167,1335,1902,2729,1462,1359,1315,1028,316
2024-06-20,8호선,잠실(송파구청),하차,489,1533,3674,1998,1339,1136,1082,930,916,963,966,1329,1765,824,519,372,267,152
2024-06-21,2호선,잠실(송파구청),승차,2196,5696,7412,4879,3032,2947,3094,3500,3970,4666,6201,7873,9437,5483,5214,4993,4605,1665
2024-06-21,2호선,잠실(송파구청),하차,1301,3428,6968,5555,4311,3985,4033,4154,4212,4812,5705,7425,10985,6263,3961,3441,3971,2170
2024-06-21,8호선,잠실(송파구청),승차,180,452,613,407,439,505,622,788,962,1354,1558,2007,2607,1443,1319,1398,1187,501
2024-06-21,8호선,잠실(송파구청),하차,422,1435,3405,1846,1266,1238,1168,1080,1022,1119,1133,1827,2078,1069,579,369,344,184
2024-06-22,2호선,잠실(송파구청),승차,1029,1313,2207,2630,2689,3307,3916,4340,5081,5962,7002,6707,6054,5131,6283,6165,4230,1223
2024-06-22,2호선,잠실(송파구청),하차,1144,1407,2225,3648,4653,5938,6262,6581,5435,6194,6658,6139,4368,3227,3102,2721,2646,1779
